TITLE	Myoglobin 3M Urea chemische denaturierung
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/07/12
TIME	11:37:54
SPECTROMETER/DATA SYSTEM	
LOCALE	1031
RESOLUTION	
DELTAX	-0,1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	HT [V]
Y3UNITS	ABSORBANCE
FIRSTX	  250,0000
LASTX	  208,0000
NPOINTS	     421
FIRSTY	     0,75985
MAXY	     0,75985
MINY	   -30,14626
XYDATA
237,1000	-5,89823	239,21	0,50856
237,0000	-6,06934	239,417	0,511233
236,9000	-6,16322	239,626	0,513949
236,8000	-6,30499	239,834	0,516645
236,7000	-6,46388	240,04	0,519314
236,6000	-6,62089	240,242	0,52194
236,5000	-6,74509	240,443	0,524547
236,4000	-6,87604	240,648	0,52721
236,3000	-7,03045	240,854	0,529873
236,2000	-7,15971	241,059	0,532541
236,1000	-7,25336	241,267	0,535232
236,0000	-7,34571	241,475	0,537932
235,9000	-7,54585	241,689	0,540701
235,8000	-7,65031	241,903	0,543477
235,7000	-7,89707	242,12	0,546295
235,6000	-8,0453	242,338	0,549117
235,5000	-8,22116	242,555	0,551942
235,4000	-8,46719	242,778	0,554826
235,3000	-8,66301	243,001	0,55772
235,2000	-8,93855	243,228	0,560661
235,1000	-9,08596	243,454	0,5636
235,0000	-9,29677	243,681	0,566537
234,9000	-9,49998	243,91	0,569519
234,8000	-9,66203	244,137	0,572455
234,7000	-9,89349	244,367	0,575435
234,6000	-10,031	244,596	0,578404
234,5000	-10,1897	244,825	0,581377
234,4000	-10,4068	245,055	0,58437
234,3000	-10,5982	245,286	0,587355
234,2000	-10,7878	245,52	0,590393
234,1000	-10,9571	245,752	0,593406
234,0000	-11,1654	245,989	0,596473
233,9000	-11,4324	246,231	0,599615
233,8000	-11,7209	246,472	0,602738
233,7000	-11,967	246,716	0,605906
233,6000	-12,1284	246,96	0,609073
233,5000	-12,3908	247,206	0,612265
233,4000	-12,6982	247,456	0,615507
233,3000	-12,9249	247,709	0,618781
233,2000	-13,1598	247,965	0,6221
233,1000	-13,3445	248,218	0,62539
233,0000	-13,5103	248,475	0,62872
232,9000	-13,6521	248,733	0,632066
232,8000	-13,8622	248,991	0,63541
232,7000	-14,1457	249,252	0,638798
232,6000	-14,2734	249,512	0,642166
232,5000	-14,5243	249,771	0,645532
232,4000	-14,7957	250,032	0,648914
232,3000	-15,0433	250,292	0,652294
232,2000	-15,2815	250,557	0,65572
232,1000	-15,5776	250,819	0,659125
232,0000	-15,8959	251,087	0,662598
231,9000	-16,1219	251,354	0,666056
231,8000	-16,3962	251,62	0,669511
231,7000	-16,6279	251,895	0,673074
231,6000	-16,8348	252,168	0,676613
231,5000	-16,9936	252,445	0,68021
231,4000	-17,2611	252,722	0,68381
231,3000	-17,4287	253,005	0,687479
231,2000	-17,6259	253,289	0,691158
231,1000	-17,9256	253,572	0,694828
231,0000	-18,1503	253,86	0,698571
230,9000	-18,4288	254,145	0,702265
230,8000	-18,6573	254,435	0,706025
230,7000	-18,9471	254,727	0,709812
230,6000	-19,2123	255,02	0,713609
230,5000	-19,4803	255,314	0,717429
230,4000	-19,7218	255,606	0,721206
230,3000	-19,8943	255,901	0,725041
230,2000	-20,1085	256,195	0,728855
230,1000	-20,2976	256,49	0,73268
230,0000	-20,4467	256,788	0,736542
229,9000	-20,6916	257,082	0,74036
229,8000	-20,9349	257,377	0,744175
229,7000	-21,2032	257,669	0,747969
229,6000	-21,4199	257,964	0,751788
229,5000	-21,7538	258,259	0,755621
229,4000	-22,0069	258,551	0,7594
229,3000	-22,2928	258,847	0,76324
229,2000	-22,633	259,14	0,76704
229,1000	-22,9189	259,432	0,770837
229,0000	-23,171	259,728	0,774673
228,9000	-23,3581	260,022	0,778488
228,8000	-23,6051	260,315	0,782291
228,7000	-23,8011	260,609	0,786096
228,6000	-23,9661	260,905	0,78994
228,5000	-24,2168	261,199	0,793745
228,4000	-24,2896	261,493	0,797564
228,3000	-24,4196	261,789	0,801405
228,2000	-24,5845	262,079	0,805166
228,1000	-24,8107	262,372	0,80896
228,0000	-25,0314	262,666	0,812777
227,9000	-25,1904	262,958	0,816562
227,8000	-25,3445	263,251	0,820367
227,7000	-25,4967	263,545	0,824174
227,6000	-25,5756	263,839	0,827996
227,5000	-25,8041	264,127	0,831732
227,4000	-26,0413	264,417	0,835485
227,3000	-26,2243	264,713	0,839331
227,2000	-26,3985	265,008	0,843153
227,1000	-26,5308	265,303	0,846986
227,0000	-26,656	265,596	0,850782
226,9000	-26,7783	265,887	0,85456
226,8000	-26,9922	266,178	0,858327
226,7000	-27,1024	266,471	0,862127
226,6000	-27,2081	266,769	0,865995
226,5000	-27,3156	267,061	0,869782
226,4000	-27,434	267,35	0,873527
226,3000	-27,5352	267,64	0,877287
226,2000	-27,7558	267,928	0,881027
226,1000	-28,0212	268,22	0,884814
226,0000	-28,2694	268,511	0,888588
225,9000	-28,3916	268,805	0,892396
225,8000	-28,5032	269,094	0,896151
225,7000	-28,6024	269,386	0,89993
225,6000	-28,769	269,68	0,903745
225,5000	-28,8367	269,974	0,907561
225,4000	-28,933	270,271	0,911414
225,3000	-28,979	270,568	0,915261
225,2000	-28,9131	270,866	0,919126
225,1000	-29,0659	271,164	0,923003
225,0000	-29,118	271,465	0,926902
224,9000	-29,2683	271,766	0,930809
224,8000	-29,1985	272,068	0,934719
224,7000	-29,213	272,374	0,938689
